Gene,GSM00000
CCDC30,4.14E-06
GTF3C3,4.14E-06
CD160,4.13E-06
MAPK15,4.13E-06
NT5DC3,4.12E-06
P2RX1,4.12E-06
FAM187B,4.12E-06
SERP2,4.11E-06
RAB3A,4.10E-06
PIRT,4.10E-06
ACOT7,4.09E-06
BCL2L14,4.09E-06
RXFP1,4.09E-06
FIBIN,4.08E-06
WDFY3,4.08E-06
BID,4.07E-06
GGA1,4.07E-06
MYO1B,4.06E-06
RAE1,4.06E-06
HIST1H2BG,4.05E-06
PRPS1,4.03E-06
TEAD4,4.02E-06
EHD4,4.02E-06
CIB2,4.01E-06
CYSTM1,4.01E-06
ADAMTS16,4.00E-06
PRM2,4.00E-06
CCKAR,3.99E-06
ZBTB46,3.98E-06
SLC9A6,3.98E-06
RD3,3.97E-06
SLC2A9,3.96E-06
TMEM222,3.95E-06
ELOVL5,3.94E-06
CACUL1,3.94E-06
ITGA1,3.94E-06
GRB7,3.94E-06
STAU2,3.93E-06
ABCA5,3.93E-06
FBXO21,3.93E-06
RNF130,3.92E-06
RSRC1,3.91E-06
MRPS2,3.90E-06
PHLPP2,3.90E-06
HTATIP2,3.90E-06
GNB2,3.89E-06
GPER1,3.88E-06
SLC2A4,3.87E-06
TIAM2,3.87E-06
DCTN2,3.87E-06
BOD1,3.87E-06
BCL2L2,3.86E-06
OAS2,3.86E-06
RTKN2,3.85E-06
BNIP3,3.84E-06
TACR2,3.83E-06
VAV1,3.83E-06
SIPA1,3.82E-06
RS1,3.82E-06
TMEM164,3.82E-06
ASB15,3.82E-06
CCNA1,3.82E-06
CNN1,3.81E-06
PCDHB3,3.80E-06
RAB18,3.80E-06
PLCB1,3.80E-06
C2CD2L,3.80E-06
SPRYD7,3.80E-06
GPR17,3.80E-06
LRFN3,3.79E-06
LRRK2,3.78E-06
POLE,3.78E-06
IL10,3.78E-06
PGR,3.77E-06
LRRC23,3.77E-06
KIF21A,3.77E-06
APOH,3.76E-06
RSAD2,3.76E-06
ZFP777,3.76E-06
BECN1,3.76E-06
IL4RA,3.75E-06
FAM111A,3.75E-06
VIP,3.75E-06
ZP3,3.74E-06
DLG4,3.74E-06
CEBPD,3.74E-06
AKAP6,3.73E-06
ADCY9,3.72E-06
SCG5,3.72E-06
SPACA6,3.72E-06
LRCH1,3.72E-06
TMEM62,3.72E-06
VGLL1,3.71E-06
SNX12,3.71E-06
UQCRC1,3.71E-06
PGLYRP1,3.71E-06
FAM122B,3.71E-06
PKMYT1,3.70E-06
TGFBR2,3.70E-06
SPC25,3.70E-06
SERPINB5,3.68E-06
UBE2W,3.68E-06
SDR9C7,3.67E-06
RAB34,3.66E-06
COX7A2L,3.66E-06
LEMD3,3.66E-06
TTLL7,3.65E-06
VOPP1,3.64E-06
NEDD9,3.63E-06
ARHGAP30,3.63E-06
GRK5,3.63E-06
PLAC8,3.63E-06
HTATSF1,3.62E-06
RHOBTB2,3.62E-06
RAB3IL1,3.61E-06
ZFP692,3.61E-06
SAXO2,3.61E-06
NT5M,3.60E-06
SLC44A1,3.59E-06
LAIR1,3.59E-06
APBA1,3.59E-06
NAT8F1,3.58E-06
SLC17A1,3.56E-06
LINGO2,3.56E-06
STOM,3.55E-06
TCP11,3.55E-06
GPRASP1,3.55E-06
ZFP180,3.55E-06
TPRKB,3.54E-06
MTIF3,3.54E-06
MRAP2,3.54E-06
SEMA6B,3.54E-06
CDK8,3.54E-06
CD37,3.52E-06
FBXO17,3.52E-06
BST2,3.52E-06
GCHFR,3.52E-06
ADGRG6,3.52E-06
AIPL1,3.51E-06
PPP1CA,3.51E-06
TMEM169,3.50E-06
SLC3A1,3.50E-06
MARCKSL1,3.49E-06
SH3KBP1,3.49E-06
LGALS8,3.48E-06
KLHL6,3.48E-06
CIB3,3.48E-06
TSPAN32,3.47E-06
RXFP2,3.46E-06
ISCA2,3.46E-06
CILP2,3.46E-06
CIART,3.46E-06
ITGA3,3.45E-06
TARBP1,3.45E-06
GSN,3.43E-06
ASNS,3.43E-06
ARMCX4,3.42E-06
SNCG,3.41E-06
TMEM8,3.41E-06
POMK,3.41E-06
DNMT3A,3.40E-06
DNAH7A,3.40E-06
OTUB2,3.39E-06
MKRN3,3.38E-06
NME5,3.38E-06
TMEM256,3.38E-06
OSBPL10,3.36E-06
MIA3,3.36E-06
LSG1,3.36E-06
EFCAB12,3.36E-06
SYCP2L,3.36E-06
TWISTNB,3.35E-06
HGFAC,3.33E-06
NGF,3.33E-06
GPR146,3.33E-06
ELMO1,3.33E-06
FH1,3.33E-06
HGF,3.33E-06
SPACA3,3.33E-06
CSTA1,3.33E-06
XLR5B,3.32E-06
ZSCAN10,3.32E-06
TEX11,3.31E-06
OVGP1,3.31E-06
NANOS1,3.31E-06
APOC1,3.30E-06
TUSC3,3.30E-06
HERC3,3.30E-06
RAB27B,3.27E-06
PPP3CC,3.27E-06
SLC2A13,3.27E-06
KLC2,3.26E-06
HPN,3.26E-06
GLYAT,3.26E-06
RAB11FIP3,3.26E-06
SLC16A7,3.26E-06
CDKN2D,3.25E-06
RAB40C,3.25E-06
RASGRP3,3.23E-06
VEGFB,3.23E-06
DGUOK,3.22E-06
EFHB,3.22E-06
SLC39A11,3.21E-06
SH2B3,3.21E-06
SH2D4B,3.21E-06
CDR2,3.20E-06
ZPR1,3.20E-06
NKX2-1,3.19E-06
MYO1F,3.18E-06
CD99L2,3.18E-06
METTL7B,3.17E-06
USP7,3.16E-06
ACRBP,3.16E-06
SLC14A2,3.16E-06
SIAH2,3.16E-06
NWD1,3.16E-06
USP29,3.15E-06
LARS2,3.14E-06
ITGA2,3.14E-06
AQP6,3.13E-06
TBC1D14,3.13E-06
ARL8A,3.13E-06
DGKD,3.13E-06
ELMSAN1,3.13E-06
DEF8,3.12E-06
GNMT,3.12E-06
INTU,3.12E-06
PYGB,3.12E-06
RAB17,3.11E-06
SLC46A1,3.11E-06
XDH,3.11E-06
RAD51D,3.10E-06
RNF32,3.10E-06
ZFP667,3.10E-06
B9D1,3.09E-06
GDF5,3.09E-06
EPG5,3.09E-06
SIPA1L3,3.09E-06
MORF4L2,3.08E-06
INSIG2,3.08E-06
KCNJ8,3.07E-06
IL13RA1,3.07E-06
OTUD3,3.07E-06
ABCD3,3.06E-06
URI1,3.06E-06
ANKDD1B,3.06E-06
FAM71F1,3.06E-06
FHL5,3.06E-06
CYP4F13,3.05E-06
HOMEZ,3.05E-06
TMEM71,3.05E-06
NDUFV1,3.04E-06
SRSF6,3.03E-06
BFSP2,3.03E-06
GM438,3.03E-06
SAA2,3.03E-06
GPR19,3.02E-06
HDDC2,3.02E-06
ARID3A,3.01E-06
DHRS7B,3.01E-06
DIS3L2,3.01E-06
OSBPL1A,3.00E-06
SERPINA3M,3.00E-06
TAB3,3.00E-06
DMXL2,2.99E-06
FHAD1,2.98E-06
SSH2,2.98E-06
KCNH7,2.97E-06
DCDC2A,2.97E-06
KIFAP3,2.96E-06
FAM71E1,2.96E-06
SLC2A2,2.96E-06
ITPK1,2.95E-06
CRYBG3,2.95E-06
OASL1,2.92E-06
RNASE6,2.92E-06
IQGAP3,2.92E-06
ITPKB,2.92E-06
RECK,2.92E-06
SEC23B,2.91E-06
VTN,2.91E-06
ACTN1,2.91E-06
RINL,2.91E-06
LDOC1,2.91E-06
LBP,2.91E-06
PCLO,2.90E-06
RUSC2,2.88E-06
NCF2,2.88E-06
LPAR4,2.87E-06
E2F2,2.87E-06
TNFAIP8L1,2.87E-06
PSD3,2.86E-06
B3GNT2,2.86E-06
FNBP1,2.86E-06
JADE2,2.86E-06
GPR15,2.86E-06
BLNK,2.86E-06
IFT140,2.85E-06
FAM92A,2.85E-06
NEK3,2.84E-06
AQP3,2.84E-06
CLDN10,2.84E-06
GRM2,2.83E-06
SPATA7,2.83E-06
KLHL33,2.83E-06
TPSG1,2.83E-06
CHRNA6,2.83E-06
PREP,2.82E-06
KLHDC1,2.82E-06
PPCS,2.82E-06
ADAR,2.81E-06
UAP1L1,2.81E-06
SBK1,2.80E-06
LRPAP1,2.80E-06
KLF17,2.80E-06
ANKRD42,2.79E-06
VNN1,2.78E-06
SEMA4D,2.78E-06
FSIP1,2.78E-06
RHEBL1,2.78E-06
CCDC167,2.77E-06
GLUL,2.77E-06
KLF7,2.76E-06
CCDC50,2.76E-06
CCNE2,2.76E-06
PHF19,2.76E-06
KDM4D,2.76E-06
FBXO31,2.75E-06
ATXN7L1,2.75E-06
EFCAB10,2.75E-06
SLC25A10,2.74E-06
GPRC6A,2.74E-06
PRRT2,2.74E-06
RAMP2,2.73E-06
CLSTN1,2.73E-06
CLUH,2.73E-06
URM1,2.72E-06
FNTB,2.72E-06
INPP1,2.70E-06
KLHL36,2.70E-06
SREBF2,2.70E-06
PBX4,2.70E-06
PLPP7,2.69E-06
KCNK7,2.69E-06
ADAM28,2.69E-06
PPP1R3D,2.69E-06
FAM110A,2.69E-06
SCO2,2.68E-06
PNPO,2.66E-06
VPS16,2.66E-06
TTC39C,2.66E-06
ZMYND11,2.66E-06
UCMA,2.66E-06
LIN52,2.66E-06
TERT,2.66E-06
TRAPPC3,2.65E-06
ATP4B,2.65E-06
TMEM97,2.64E-06
KLHL2,2.64E-06
STRIP2,2.63E-06
ARRDC4,2.62E-06
SOHLH2,2.62E-06
WDR54,2.61E-06
GSTM4,2.61E-06
ODF2,2.61E-06
PRNP,2.60E-06
ELOVL3,2.60E-06
CDK5,2.60E-06
SPATC1L,2.60E-06
PDCL2,2.60E-06
TAF3,2.60E-06
ENO4,2.60E-06
ACSS2,2.59E-06
PCDHB12,2.59E-06
CLIP2,2.59E-06
ACACB,2.59E-06
PDP2,2.59E-06
SLC25A47,2.59E-06
STAB1,2.59E-06
TBXAS1,2.58E-06
LRP4,2.58E-06
KLHL13,2.57E-06
PITPNM2,2.57E-06
LSM11,2.57E-06
ADAMTS3,2.57E-06
TMEM206,2.56E-06
CSPG4,2.56E-06
FNDC5,2.56E-06
IL21,2.56E-06
VGF,2.55E-06
CMA1,2.55E-06
PLA2G1B,2.54E-06
FLYWCH2,2.54E-06
ACYP2,2.54E-06
LYZL6,2.54E-06
CTXN1,2.54E-06
GKN2,2.54E-06
NRG4,2.53E-06
ASPM,2.53E-06
XLR3B,2.52E-06
CEP72,2.52E-06
MICAL3,2.52E-06
TMSB10,2.51E-06
PLPP3,2.51E-06
CITED4,2.50E-06
ZFP953,2.50E-06
FABP5,2.49E-06
FABP3,2.49E-06
SERPINA1D,2.49E-06
ARHGAP33,2.49E-06
SLC25A29,2.48E-06
LPGAT1,2.48E-06
EMCN,2.48E-06
RBM44,2.48E-06
FOXD4,2.47E-06
XRN2,2.47E-06
ZC4H2,2.47E-06
TMEM52B,2.47E-06
PRPF40B,2.46E-06
RNF183,2.45E-06
BTBD9,2.45E-06
CCDC169,2.45E-06
BST1,2.45E-06
MYPOP,2.45E-06
PHGDH,2.43E-06
MCM8,2.43E-06
RHOF,2.43E-06
MEX3D,2.43E-06
MAP1LC3A,2.43E-06
PFKM,2.42E-06
LRG1,2.42E-06
CCDC71,2.42E-06
ANKRD2,2.42E-06
PPP1R3F,2.42E-06
ARHGEF6,2.42E-06
ZFP711,2.42E-06
FOXO4,2.41E-06
CPEB2,2.41E-06
RAB39B,2.41E-06
TTBK2,2.41E-06
FAM221B,2.41E-06
KLHL22,2.40E-06
TTC23L,2.40E-06
MRVI1,2.39E-06
ASPDH,2.39E-06
ELMOD2,2.39E-06
ALG6,2.39E-06
TMEM40,2.38E-06
RPGR,2.38E-06
GRAMD1A,2.37E-06
MYBPHL,2.37E-06
HMGN5,2.36E-06
HCCS,2.36E-06
MYO6,2.36E-06
FBXW19,2.36E-06
SPRYD3,2.36E-06
SDCCAG8,2.35E-06
KLHL4,2.35E-06
PTCHD4,2.35E-06
TMCO5,2.34E-06
FPR3,2.34E-06
NPR2,2.34E-06
PPP1R3B,2.34E-06
CLCA4B,2.34E-06
NLRP4E,2.34E-06
BTRC,2.33E-06
SOCS2,2.33E-06
CD55,2.33E-06
SDCBP,2.33E-06
PCMTD2,2.33E-06
SLC36A1,2.33E-06
EXOC3L,2.33E-06
HPS3,2.33E-06
APOBEC3,2.32E-06
GM21541,2.32E-06
INTS8,2.32E-06
HDAC11,2.32E-06
COX6C,2.31E-06
PLA2G15,2.31E-06
TRAF3IP1,2.31E-06
PRODH,2.30E-06
COL11A2,2.30E-06
AP2B1,2.30E-06
DCAF12,2.30E-06
IMPA2,2.29E-06
CYP3A41B,2.29E-06
CCNB3,2.29E-06
NFKBID,2.29E-06
INTS10,2.28E-06
GLRA3,2.28E-06
USP27X,2.27E-06
CAGE1,2.27E-06
KLHDC9,2.27E-06
CPN2,2.26E-06
LNX1,2.26E-06
EEFSEC,2.25E-06
ARG2,2.25E-06
BEND3,2.25E-06
PLXNB1,2.24E-06
ZFP512,2.24E-06
DYDC2,2.24E-06
TMEM17,2.24E-06
LRRIQ4,2.24E-06
HSPB8,2.23E-06
STARD5,2.23E-06
TASP1,2.23E-06
ARHGAP10,2.23E-06
FGG,2.22E-06
GRPEL1,2.21E-06
PCDHB22,2.21E-06
CD47,2.21E-06
PRELID2,2.21E-06
PFKFB1,2.20E-06
ZFP664,2.20E-06
FBXL15,2.19E-06
PBDC1,2.19E-06
COG3,2.19E-06
PNKD,2.18E-06
DYNLT1A,2.18E-06
NSFL1C,2.18E-06
CYYR1,2.18E-06
NAT14,2.18E-06
SLC39A12,2.18E-06
SPA17,2.17E-06
CACFD1,2.17E-06
CNGB3,2.17E-06
F9,2.16E-06
TPRG,2.16E-06
IBA57,2.15E-06
OAS1A,2.14E-06
CCDC124,2.14E-06
SLC11A1,2.13E-06
CRBN,2.13E-06
ECHS1,2.13E-06
PIGQ,2.12E-06
GPSM2,2.12E-06
MFHAS1,2.12E-06
LRRC63,2.12E-06
EID2,2.12E-06
SPN,2.11E-06
NUPL1,2.11E-06
OTOA,2.11E-06
MYBL1,2.11E-06
HIGD1A,2.10E-06
SGCD,2.10E-06
MAN1B1,2.09E-06
GM614,2.09E-06
COX7A2,2.08E-06
PIM2,2.08E-06
IER3,2.08E-06
PPEF2,2.08E-06
RBMX2,2.08E-06
MTTP,2.07E-06
SLC35G1,2.07E-06
MOB3B,2.06E-06
ZC3H12C,2.06E-06
ZC3H14,2.05E-06
OPTN,2.05E-06
CEP104,2.05E-06
CAMKK1,2.04E-06
HESX1,2.04E-06
CNNM2,2.04E-06
PRR15L,2.04E-06
CLTB,2.04E-06
HSPG2,2.03E-06
CHIC1,2.03E-06
ZFP358,2.03E-06
VPS53,2.02E-06
APCS,2.02E-06
BORCS7,2.02E-06
PLXNA3,2.02E-06
PLK2,2.02E-06
GGT6,2.02E-06
RALGDS,2.02E-06
SLC6A6,2.01E-06
ATG101,2.01E-06
SEPHS1,2.01E-06
BLCAP,2.00E-06
WDR31,2.00E-06
ACO1,2.00E-06
HHIPL2,2.00E-06
ICA1L,2.00E-06
VSIG4,2.00E-06
LONRF1,2.00E-06
ITGB3,1.99E-06
CCL4,1.99E-06
CLEC12B,1.99E-06
SLC45A4,1.99E-06
SLC25A14,1.98E-06
APPL2,1.98E-06
DYNLT1F,1.98E-06
CDCA7L,1.98E-06
SNX14,1.98E-06
NEB,1.97E-06
TTC26,1.97E-06
YPEL2,0.000001968
UBE2D1,1.95E-06
SC5D,1.95E-06
GSDMD,1.95E-06
RNF217,1.95E-06
PRKRA,1.95E-06
SMAD2,1.94E-06
SIPA1L2,1.94E-06
PCED1B,1.94E-06
SLC22A6,1.93E-06
RFX1,1.93E-06
RNF219,1.93E-06
TICRR,1.93E-06
GPR3,1.93E-06
WASF1,1.92E-06
NDRG1,1.92E-06
CAMTA2,1.92E-06
FUT4,1.92E-06
FAM166A,1.92E-06
ATP6V0C,1.91E-06
COA3,1.91E-06
LIMD2,1.91E-06
RNF125,1.91E-06
MTX2,1.91E-06
MIPOL1,1.91E-06
MOK,1.91E-06
HVCN1,1.90E-06
GYG,1.90E-06
ZMYM3,1.89E-06
PHOSPHO2,1.89E-06
PSMD1,1.89E-06
PPP1R13L,1.89E-06
CCDC153,1.89E-06
ISYNA1,1.88E-06
ALOX12,1.88E-06
CDHR5,1.88E-06
BORCS6,1.88E-06
NUDT18,1.88E-06
CCDC22,1.88E-06
USP14,1.87E-06
BHLHA15,1.87E-06
CTNNAL1,1.87E-06
LRRC8C,1.87E-06
STEAP4,1.87E-06
RUBCN,1.87E-06
ZBBX,1.87E-06
PLA1A,1.86E-06
ZFP318,1.86E-06
EPOR,1.86E-06
CCDC68,1.86E-06
AXDND1,1.86E-06
EEF1E1,1.86E-06
KRT33A,1.86E-06
PRF1,1.86E-06
MYL9,1.86E-06
PSMB8,1.85E-06
ABI1,1.85E-06
ENPP3,1.85E-06
CEP152,1.85E-06
CRYAA,1.85E-06
ZFP36L1,1.84E-06
TUBE1,1.84E-06
SLC1A5,1.83E-06
TDRD1,1.83E-06
CXCR5,1.83E-06
SARS,1.83E-06
PHPT1,1.83E-06
FAM227B,1.83E-06
L3MBTL2,1.83E-06
STARD13,1.83E-06
SFXN5,1.82E-06
NKG7,1.82E-06
TCP10C,1.81E-06
TMEM25,1.81E-06
TTYH3,1.81E-06
MIER2,1.80E-06
TTI2,1.80E-06
LIPC,1.79E-06
ABHD16B,1.79E-06
SFRP4,1.79E-06
DBNL,0.000001783
CPN1,1.78E-06
CCL12,1.78E-06
SIGLEC1,1.78E-06
SGCA,1.78E-06
PCDHB6,1.78E-06
KRI1,1.78E-06
PKP4,1.78E-06
STK25,1.77E-06
ARHGAP21,1.77E-06
ARPIN,1.77E-06
SIKE1,1.76E-06
DGCR6,1.76E-06
CCDC88B,1.76E-06
MED30,1.76E-06
SEC61A2,1.75E-06
AURKB,1.75E-06
CYB5A,1.74E-06
NMT2,1.74E-06
PIM3,1.74E-06
PRRT3,1.74E-06
ZFP827,1.74E-06
RGS5,1.73E-06
MS4A7,1.73E-06
B3GNTL1,1.72E-06
CYC1,1.71E-06
SLC2A1,1.71E-06
TOMM7,1.71E-06
VPS26B,1.71E-06
LMNTD2,1.71E-06
REG4,1.70E-06
FRS3,1.70E-06
CABP4,1.70E-06
OSTM1,1.70E-06
PPP1R1C,1.70E-06
BMP15,1.69E-06
KCND1,1.69E-06
IL17A,1.69E-06
CCDC74A,1.68E-06
ZFP551,1.68E-06
XYLT2,1.68E-06
IL1R2,1.67E-06
NDUFC2,1.67E-06
TAF1,1.67E-06
CD79A,1.66E-06
CORIN,1.66E-06
METTL1,1.66E-06
ACD,1.66E-06
PABPC6,1.66E-06
SQSTM1,1.66E-06
TSHB,1.66E-06
ROBO2,1.66E-06
CHD6,1.65E-06
CCDC7A,1.65E-06
KHK,1.65E-06
LMCD1,1.64E-06
HYI,1.64E-06
SLC29A1,1.64E-06
MFGE8,1.63E-06
LAMC2,1.63E-06
MOSPD2,1.63E-06
SMARCD2,1.63E-06
CIRBP,1.62E-06
TBC1D22A,1.62E-06
RNASE2A,1.62E-06
PAPOLB,1.62E-06
KRT8,1.61E-06
DNAH5,1.61E-06
TMEM204,1.61E-06
ATP6AP1,1.61E-06
PKP3,1.60E-06
SERPINA10,1.60E-06
CROCC,1.60E-06
SCG2,1.60E-06
NSDHL,1.59E-06
TEX264,1.59E-06
LDAH,1.59E-06
TAOK3,1.59E-06
PRX,1.58E-06
NHEJ1,1.58E-06
FCHSD2,1.58E-06
GUCY2C,1.58E-06
TNNI3K,1.58E-06
GABRR1,1.58E-06
AP3M2,1.57E-06
IRGM2,1.57E-06
ASPA,1.57E-06
ACTR6,1.57E-06
RHOX13,1.57E-06
TNK2,1.57E-06
AURKC,1.57E-06
SIN3B,1.56E-06
TRAPPC9,1.56E-06
MARK4,1.56E-06
KRT16,1.56E-06
HGD,1.56E-06
MRPS18A,1.55E-06
EPPK1,1.55E-06
MZB1,1.55E-06
LIN54,1.55E-06
EHHADH,1.55E-06
DSTN,1.54E-06
PPP1R2,1.54E-06
PTGR1,1.54E-06
NOTCH3,1.54E-06
ZFAND6,1.54E-06
NIPA1,1.54E-06
DNAH7C,1.54E-06
AOC3,1.54E-06
CYP17A1,1.53E-06
MPST,1.53E-06
KPRP,1.53E-06
ARHGAP35,1.53E-06
CEP55,1.53E-06
MPZ,1.52E-06
RELL1,1.52E-06
SLC10A7,1.52E-06
PITPNA,1.51E-06
LRRC61,1.51E-06
HNRNPLL,1.51E-06
FAM122C,1.51E-06
TRPV2,1.50E-06
NMB,1.50E-06
ZBTB14,1.50E-06
PSMD10,1.50E-06
RGL1,1.49E-06
KLHL10,1.49E-06
P2RX4,1.49E-06
CHMP3,1.49E-06
NAV3,1.49E-06
WISP2,1.48E-06
FZD4,1.48E-06
NFKBIE,1.48E-06
CLRN3,1.48E-06
POLRMT,1.48E-06
SUOX,1.48E-06
YWHAQ,1.47E-06
APEX2,1.47E-06
SLC16A11,1.47E-06
SEMA3D,1.47E-06
XLR4C,1.47E-06
MBTPS2,1.46E-06
RIBC1,1.46E-06
NUBPL,1.45E-06
CC2D1B,1.45E-06
RNF123,1.45E-06
DAPK2,1.45E-06
RTP4,1.44E-06
PKP2,1.44E-06
CCR8,1.44E-06
ACAT1,1.44E-06
ZFP219,1.44E-06
PIP5K1C,1.44E-06
PTPRJ,1.44E-06
ZDHHC15,1.44E-06
ADPRH,1.44E-06
TBL3,1.43E-06
TTC3,1.43E-06
PNLIP,1.43E-06
LY6G6C,1.43E-06
ADD3,1.43E-06
LRRFIP1,1.43E-06
FBXW21,1.43E-06
ACOT1,1.43E-06
BCO1,1.42E-06
KIF18B,1.42E-06
HMGCS2,1.41E-06
POLR2H,1.41E-06
H1FNT,1.41E-06
CDH16,1.41E-06
DUSP12,1.40E-06
MRO,1.40E-06
ZFP277,1.40E-06
CYSRT1,1.40E-06
MON1A,1.39E-06
TGIF2,1.39E-06
SLC36A2,1.39E-06
INAFM1,1.39E-06
GGACT,1.39E-06
TEX33,1.39E-06
CHIL4,1.38E-06
MAGED2,1.38E-06
NINL,1.38E-06
PINX1,1.37E-06
S100A13,1.36E-06
FIG4,1.36E-06
PMFBP1,1.36E-06
COMMD9,1.36E-06
ENGASE,1.36E-06
CCDC85B,1.36E-06
GLUD1,1.35E-06
WIPI1,1.35E-06
YPEL5,1.35E-06
NRSN2,1.35E-06
AKAP9,1.35E-06
KCTD7,1.35E-06
SERPINI1,1.34E-06
CUEDC2,1.34E-06
CD200R1,1.34E-06
ATP13A5,1.34E-06
DNAJC5G,1.34E-06
ITM2C,1.33E-06
TEX19.1,1.33E-06
DYNLT3,1.33E-06
CFAP52,1.33E-06
GPR173,1.33E-06
ANO9,1.33E-06
NDN,1.32E-06
ETV2,1.32E-06
ASB11,1.32E-06
CMKLR1,1.32E-06
OCIAD2,1.32E-06
TPRGL,1.32E-06
SGSH,1.31E-06
GM28042,1.31E-06
INCA1,1.31E-06
GALNT5,1.31E-06
STMN1,1.30E-06
IL13RA2,1.30E-06
MVB12A,1.30E-06
METTL21A,1.28E-06
RGS2,1.28E-06
ICK,1.28E-06
MYL7,1.28E-06
EVA1B,1.28E-06
PPP1R3F,1.27E-06
HINT3,1.27E-06
STAR,1.27E-06
ARAP3,1.27E-06
FOXP3,1.27E-06
CABYR,1.27E-06
POLB,1.27E-06
ODC1,1.27E-06
TCEANC,1.27E-06
OPHN1,1.26E-06
ACTL9,1.26E-06
NOD1,1.26E-06
IER3IP1,1.25E-06
FGFBP1,1.25E-06
TMEM33,1.25E-06
TIFA,1.25E-06
OFD1,1.25E-06
OLFM4,1.25E-06
LECT2,1.25E-06
RNF19A,1.24E-06
HCFC1,1.24E-06
CDK4,1.24E-06
NIFK,1.24E-06
SSR4,1.24E-06
FBXW14,1.24E-06
AMTN,1.24E-06
WIZ,1.23E-06
TTL,1.23E-06
RGMB,1.23E-06
TMEM217,1.23E-06
EXOC6B,1.23E-06
ZFP449,1.23E-06
RRM2,1.22E-06
TRAP1,1.22E-06
TMEM135,1.22E-06
ZFP414,1.22E-06
PPM1A,1.21E-06
CFB,1.21E-06
TSSK1,1.21E-06
ACTN3,1.21E-06
TLR3,1.21E-06
NDFIP1,1.21E-06
TSR2,1.21E-06
WDR64,1.21E-06
GFOD1,1.21E-06
CDC25A,1.20E-06
NPC2,1.19E-06
NDUFS4,1.19E-06
SPIC,1.19E-06
DNASE1L2,1.19E-06
SLC25A33,1.19E-06
ALDH1B1,1.19E-06
MIR127,1.19E-06
UFSP1,1.18E-06
MBOAT2,1.18E-06
NMI,1.18E-06
MPZL1,1.18E-06
EQTN,1.18E-06
SPAG16,1.18E-06
KCNE4,1.17E-06
GIF,1.17E-06
CDK5R1,1.17E-06
GM10334,1.17E-06
MNDAL,1.17E-06
DDHD1,1.17E-06
XPNPEP1,1.16E-06
TOLLIP,1.16E-06
SIRT2,1.16E-06
TEX19.2,1.16E-06
ULK2,1.15E-06
LDLR,1.15E-06
CMPK2,1.15E-06
ASAP2,1.15E-06
P2RY12,1.15E-06
BMS1,1.15E-06
EFCAB1,1.15E-06
CRYBA4,1.14E-06
AACS,1.14E-06
USP46,1.14E-06
RBMS3,1.14E-06
SMAP2,1.14E-06
TUSC1,1.14E-06
FXYD3,1.13E-06
G6PDX,1.13E-06
SORD,1.13E-06
ANKRD33,1.13E-06
RCAN1,1.12E-06
AAK1,1.12E-06
SAT1,1.12E-06
G6PD2,1.12E-06
LGI4,1.12E-06
STIM1,1.12E-06
IL1B,1.12E-06
CXCL11,1.11E-06
SYCE2,1.11E-06
SYNJ1,1.11E-06
RARRES1,1.11E-06
SLC41A1,1.11E-06
VWA7,1.11E-06
ALKBH6,1.11E-06
IQCF3,1.10E-06
PLA2G6,1.10E-06
DOCK8,1.10E-06
DIRC2,1.10E-06
COX7C,1.10E-06
GCLM,1.09E-06
SCN1B,1.09E-06
LPCAT1,1.09E-06
CDK20,1.09E-06
CNTN6,1.09E-06
BCL7A,1.09E-06
AQP11,1.09E-06
LBR,1.08E-06
SUCLG2,1.08E-06
ABCA8B,1.08E-06
TMEM175,1.08E-06
MGST3,1.08E-06
SRP19,1.08E-06
SLC29A3,1.08E-06
UBE2A,1.07E-06
AICDA,1.07E-06
ABCA1,1.07E-06
LYSMD4,1.07E-06
GNB3,1.07E-06
COQ2,1.07E-06
CPA4,1.07E-06
EMC2,1.06E-06
SH3D21,1.06E-06
HMBOX1,1.06E-06
SLC25A31,1.06E-06
UMOD,1.05E-06
NQO2,1.05E-06
PABPC2,1.04E-06
PLEC,1.04E-06
DENND5A,1.04E-06
NAT8F5,1.04E-06
SLC26A7,1.04E-06
RASSF8,1.04E-06
SLC22A1,1.03E-06
SUMO3,1.03E-06
PPM1F,1.03E-06
GLA,1.02E-06
EFCAB2,1.02E-06
ITPR2,1.02E-06
CYP7A1,1.02E-06
TRAF1,1.02E-06
ATP13A2,1.02E-06
COX19,1.02E-06
CDKL2,1.02E-06
TREX2,1.02E-06
ACADSB,1.02E-06
FAM133B,1.01E-06
MTSS1L,1.01E-06
MYL2,1.01E-06
IL1R1,1.01E-06
CXCR3,1.01E-06
SLC31A2,1.00E-06
PCDH15,1.00E-06
AGFG2,1.00E-06
HPRT,1.00E-06
ZFP280C,9.99E-07
GNL3L,9.99E-07
GIT1,9.98E-07
PCNX2,9.96E-07
TMEM161A,9.92E-07
MYO5C,9.91E-07
G6PDX,9.91E-07
IQCH,9.91E-07
HRH4,9.90E-07
FGD4,9.89E-07
GRN,9.89E-07
ZFP239,9.87E-07
IL1F6,9.86E-07
BIRC3,9.84E-07
GM20605,9.81E-07
VPS29,9.79E-07
CD86,9.79E-07
RIN2,9.78E-07
SLC39A14,9.77E-07
DCT,9.75E-07
SLC4A1,9.74E-07
NPFFR2,9.73E-07
OGFOD3,9.71E-07
TTR,9.70E-07
TRIM33,9.69E-07
