"","GSM844492","GSM844495","GSM844497","GSM844499","GSM844501","GSM844503","GSM844505","GSM844507","GSM844521","GSM844522","GSM844523","GSM844524"
"FOXO4",8.9607668e-06,-4.4907062e-06,2.630742e-05,-1.55449054e-05,-2.963875e-05,-1.12068142e-05,-3.5720556e-05,-2.9842062e-06,-5.2328998e-06,1.84798818e-05,-1.66743088e-05,-5.8374386e-06
"HMX3",-0.36518759372982,-0.152456578235952,-0.191805204571416,-0.259127824688754,0.066759720578976,-0.020917028482068,0.082223128033842,-0.5757575799867,-0.070142606834388,-0.182566077287448,-0.23860243815756,-0.0247588795829226
"GATSL2",0,0,0,0,0,0,0,0,0,0,0,0
"HMX1",-0.077765931175154,-0.09352715744195,-0.383089275621354,-0.122535312787208,-0.72214799096204,-0.245106968315372,-1.05374890993606,-0.0087941455438676,0.313683947682712,-0.131929911324334,0.219975076535982,0.149781288400258
"ASB11",-2.1152222e-06,-2.2338771e-06,2.3874396e-06,-5.9163741e-07,1.763398e-06,2.4204362e-06,-1.8204004e-05,-4.7399261e-06,5.5014505e-06,5.612971e-06,1.0161333e-06,-2.2420762e-05
"GPR27",-0.00010359721108,-9.3417273604e-05,-8.4421464036e-05,-7.724016427e-05,-0.000100087080652,-9.7393950842e-05,-0.00011309798896,-7.5833481624e-05,-0.0001439097552,1.5383720852e-05,-0.00015432498554,-0.00011085690728
"HIST2H3B",0,0,0,0,0,0,0,0,0,0,0,0
"GM8842",0,0,0,0,0,0,0,0,0,0,0,0
"ITGB1BP1",8.7860352e-07,-3.32988928e-07,-3.25002464e-07,-1.11725088e-06,-3.913808e-07,1.07196288e-06,-6.8632672e-09,-5.19368224e-07,2.57218976e-07,-1.16196768e-06,2.24961952e-07,3.49367136e-07
"CLSTN2",-0.000103956258,0.000158855466,-9.3883902e-06,1.38398736e-05,0.000123687606,0.000105095802,1.43984736e-05,-7.00744548e-07,5.43963882e-05,0.000162491154,-4.44632034e-05,-7.09615116e-07
"PPEF2",6.2638763e-06,-3.7413717e-05,-1.74202754e-06,-5.4664159e-06,-1.247521e-05,1.39767705e-05,-1.73910572e-05,1.27501913e-06,2.1527418e-05,-4.4567578e-06,-4.7209129e-06,9.5559816e-06
"H2-T24",0,0,0,0,0,0,0,0,0,0,0,0
"SIGLEC1",8.1616696e-06,-2.2236032e-05,-1.31466344e-05,-4.2296816e-06,-2.8794712e-05,4.9438776e-06,-1.23202536e-05,-1.07455816e-05,6.2963144e-06,-1.84276e-06,3.4606904e-05,-2.7203664e-05
"DCC",2.64138558e-05,7.692293e-06,-5.59223634e-06,-3.46692762e-05,3.8166367e-06,1.6357476e-05,8.0621348e-05,-0.000139508118,-4.34453902e-05,-2.36657826e-05,0.000115248334,-2.51582892e-05
"SH3PXD2A",2.27068627e-05,4.7908925e-05,-2.75238221e-06,1.4797017e-05,-5.8693584e-05,-3.72604806e-05,1.10398646e-05,-1.71789205e-05,-5.4081178e-05,-4.6990333e-06,2.34322911e-05,-0.000105248697
"POU3F4",0.000489263033028,-1.24112727321e-05,-0.000398096495115,-0.000449017644867,0.000188287841346,0.00080476943349,0.00079346591841,0.000628021585191,0.000506163632469,-0.000539882492226,-0.000123768220422,0.00121566142863
"CLEC2I",1.1374587e-08,4.3714404e-09,-2.5748442e-08,-7.595451e-09,2.1336696e-09,-3.4950528e-09,-4.313169e-10,1.650375e-08,-1.7029764e-08,6.520257e-10,-2.7052218e-08,2.9872476e-08
"SEMA5A",-1.34272668e-05,4.1838996e-05,6.48498e-05,2.7126948e-05,1.40293764e-05,2.24086944e-05,3.7924692e-06,4.28736e-05,-3.13765152e-05,4.6945896e-05,-7.6015032e-07,4.9387464e-06
"BDNF",0.0017336446484,-0.0030691514735,-0.0023751570941,-0.00248681319285,0.000764208585805,0.000800338073605,0.001328048340395,0.0011667313189,-0.00090996937997,-0.0015708907235,0.00181633437265,0.00186405041025
"SLC5A3",-1.1272485e-06,-3.274575e-07,-2.20878e-06,-2.73699e-07,-9.839115e-07,3.45495e-07,7.684455e-07,2.45451e-06,1.0738275e-07,-4.911555e-07,3.71229e-07,2.97699e-06
"PTGDR",6.33247177e-05,1.4185815e-05,5.21103597e-05,-6.79424897e-05,4.17732813e-05,2.14806489e-05,2.22127939e-05,5.59943687e-05,1.93825074e-05,-8.4312362e-05,9.1297268e-05,-4.19892034e-05
"2810408B13RIK",0,0,0,0,0,0,0,0,0,0,0,0
"PDX1",-0.127818328694056,-0.0369283153535296,0.069236284030914,-0.193976838339284,0.16644915914627,0.245268132731622,0.41735405547836,-0.98554346364474,-0.00281942511358508,0.71292759934396,0.334127322276748,-0.273990836437318
"MMP1A",1.5535548e-06,-2.1990171e-06,-6.0238101e-07,1.7295579e-06,-3.6788514e-06,-2.8302351e-06,-1.6264374e-06,2.6423838e-07,-1.6055046e-06,5.7952839e-07,-1.44895842e-06,1.0591791e-06
"FGF23",-0.000897877751258,-0.001658467625188,-0.00360242755666,-0.000762738014064,0.0041609439915,0.00581904612254,-0.00087054844355,0.002509586261908,-0.000815065742272,0.000570591533956,-0.000860855952512,-0.000881233975292
"IL13RA2",5.80908192e-07,9.4038314e-07,-6.7495708e-06,1.86417754e-06,-1.23455804e-06,-7.8281188e-06,-9.175433e-06,-9.4912846e-07,-9.9057232e-06,6.3128646e-06,-5.19430956e-06,4.9461129e-06
"RAB17",-6.1063314e-06,2.225364e-05,3.9791658e-05,3.6467286e-05,-1.49543952e-05,-7.3317285e-06,-1.18272945e-05,-3.5172072e-06,1.10185569e-05,2.5990776e-05,5.8512318e-07,-7.3258296e-06
"GJB4",6.753808705e-05,-7.108049095e-05,5.38321014e-05,0.0001986807816,6.6257822575e-06,2.0730796625e-05,-0.000210519092,5.3992956675e-05,0.0001222364549,-0.000182646480625,0.0003148657295,-5.69638958e-05
"TPSB2",0,0,0,0,0,0,0,0,0,0,0,0
"CNGA2",-4.19568849e-05,-1.82253681e-05,-0.000104874395,0.000126920665,-3.79072154e-05,-7.0384322e-05,-2.43285861e-05,9.6845147e-05,-3.94832616e-05,8.3406523e-05,-3.51652437e-05,1.93067721e-05
"HNF4G",2.5151646e-05,2.284269e-05,6.4433772e-05,-3.7429314e-05,-7.555587e-05,5.9257068e-05,0.00015313116,-3.93081e-05,-0.00015603432,3.872739e-06,-1.6170726e-06,-4.8347364e-05
"ADRA1B",-0.006598181102958,0.006311168105394,-0.015639634003098,-0.04365091835784,0.024965353912386,0.012851197182834,0.0551128456305,-0.06344062758294,0.027044238767574,-0.003611890096512,0.012719446946958,-0.05294694726738
"AK1",-6.0714294e-06,4.38833178e-06,8.2033194e-07,1.41101583e-06,8.0781984e-06,7.2829551e-06,6.7072911e-06,2.98092459e-06,8.233284e-06,3.5498385e-06,6.4152168e-06,3.88396527e-06
"CYB5R3",4.94176296e-08,-1.7071344e-08,-1.66599372e-08,-4.96403352e-08,4.97635044e-08,4.48641876e-08,9.049608e-08,5.3915292e-08,-2.24904276e-09,-3.00323352e-08,1.00468296e-07,6.387822e-08
"GABRG3",-6.21843715e-05,-3.57684106e-05,-0.000105226171,-7.40306738e-05,-0.00014896483,1.95493246e-06,-7.60749496e-05,-0.000109849484,-0.000115938405,-1.02546953e-05,-5.46770728e-05,0.000222537424
"TCRG-V4",0,0,0,0,0,0,0,0,0,0,0,0
"TCRG-V4",0,0,0,0,0,0,0,0,0,0,0,0
"C5AR1",3.5886483e-05,-1.37070711e-05,-5.6344653e-06,-3.8646477e-05,1.70308008e-05,-4.5094725e-06,4.1054364e-05,7.577226e-06,-2.17799928e-05,4.1026419e-05,-1.16122167e-05,-6.6047886e-06
"CD200R1",5.80835895e-07,-2.805095675e-06,9.3479814e-07,6.40861305e-06,-7.80194115e-06,4.11257301e-06,2.875402795e-06,9.08599455e-06,-2.752557045e-06,-1.16345772e-06,-1.153614925e-05,4.86678033e-06
"GJA5",-0.000539070570945,-0.00126466720236,0.000794287679985,4.5801018018e-05,0.000484973155215,-0.00154340685972,0.00165370690845,0.000326195954055,-0.000230753087235,0.00149734927827,0.00035527049694,0.00121274803557
"GUCY2E",-0.00797820000104,0.010964147501464,-0.003905932959944,0.004371339979432,0.01282254697632,0.03201931062176,-0.003549044726992,-0.01869083821184,-0.002982341672224,0.01633739735712,-0.00195613406136,-0.0007336928419096
"SCN5A",-0.01037910213708,-0.007962727208264,-0.003012848803608,-0.0019251835376,0.010267983841792,0.004459543355376,-0.014295470974088,0.009146429636576,-0.013852504320416,0.01743242592568,-0.004951384932136,-0.02017414735744
"HTR5B",0,0,0,0,0,0,0,0,0,0,0,0
"KCNA2",0.06522004068288,0.0132978837429,-0.03511377796938,0.01042922938518,0.017680418244588,0.028934758567032,-0.021291404631732,0.0936953763114,0.0060856131435456,-0.007307429823264,0.12486711312912,-0.047217454233
"SHMT1",-5.45275871e-09,1.55410619e-08,3.28851152e-09,5.44165881e-09,4.55257096e-09,6.0905222e-09,-7.150598e-09,1.47548072e-09,3.7724106e-09,-2.21735703e-09,-4.49420104e-10,1.40485142e-08
"OMP",-1.93968324e-08,-6.2255952e-07,-4.1554062e-07,-2.65570074e-07,-5.7440031e-07,2.86309353e-07,5.7331131e-08,-3.9866475e-07,-2.04830736e-07,-4.4459877e-07,3.03884361e-07,3.02568849e-07
"GM20506",0,0,0,0,0,0,0,0,0,0,0,0
"THRB",-3.0570588e-05,-1.6389855e-05,9.8979156e-06,-3.63711096e-05,-1.85165604e-05,2.37933432e-06,-2.32813782e-05,-1.28269692e-05,-0.000134238618,8.1377046e-05,-4.48756992e-05,-1.32604236e-05
"SLC18A3",-0.10962454069815,-0.061541067128865,-0.098761207373685,-0.1074609050345,0.2369346252939,0.16445132873215,0.090917652635585,-0.082379852192175,-0.02606034578199,0.03367141731736,0.10684915982835,0.05343589369622
"AVPR1B",-3.65901624e-05,-2.64638664e-05,9.1888992e-05,-5.34940848e-05,-3.39405552e-06,4.1390352e-05,9.5037624e-05,-4.40851896e-05,8.861724e-06,6.605712e-05,-1.07487648e-05,-8.9753832e-05
"SOX1",0.00492594792354,-0.00241027589919,0.00766124155698,-0.00755737492704,0.00115979768599,-0.009898070380805,-0.001762893873155,0.009810240276505,-0.03559193312365,-0.003461954495045,0.005024102120575,0.00927951702225
"B3GALT1",-1.1398569e-05,-5.949853e-06,7.0582785e-06,-3.81845555e-08,-9.0257895e-07,-2.3280712e-06,-8.580026e-07,8.807526e-06,-3.642821e-06,-1.0217935e-06,-3.09676185e-06,5.27982e-06
"HTR5A",-5.57241041e-06,-0.000102495729,3.70419623e-05,5.56668644e-05,2.12478791e-05,0.000119846216,2.10894005e-05,-3.23288875e-05,4.50873654e-05,7.2063628e-05,-2.06937472e-05,-3.05227475e-05
"GNB5",-1.9750372e-05,-2.4032641e-05,-9.8714665e-06,-2.1597839e-05,-8.5202154e-06,-1.19753022e-05,-1.6337082e-05,-1.17466481e-05,-3.5396492e-05,-1.25250789e-05,-1.779478e-05,-1.979293e-05
"GM11559",0,0,0,0,0,0,0,0,0,0,0,0
"FOXD3",0.324539941311,0.03462072339258,-0.09274579508007,0.14449833852795,-0.002171469171033,-0.05058104375772,0.12494250146898,0.11319010016931,0.2456408909529,-0.05173043396562,0.09925930912779,0.1569561231726
"B3GNT3",4.2114346545e-06,0.000120036018116,-8.735428733e-05,-2.4135975994e-06,2.8882312281e-05,0.00018915652844,-0.00044064939099,-1.507096074e-05,6.918017116e-05,0.000123312084376,-0.000127050126136,-7.2066726077e-05
"FOXH1",2.1457374e-05,-1.23120106e-05,-1.23347762e-05,1.0440137e-05,-2.2293174e-05,2.2142531e-05,2.5172505e-05,-2.6730476e-05,-3.3009921e-05,-1.0158154e-05,3.4737042e-05,-1.06373659e-05
"NPFFR2",2.41841025e-06,2.0108232e-05,-2.58608145e-05,-6.9958095e-05,-3.5854425e-05,2.82081315e-05,-3.065688e-05,1.707036e-05,-2.1691806e-05,-2.21217285e-05,-5.940198e-07,1.66308045e-05
"4930542C12RIK",0,0,0,0,0,0,0,0,0,0,0,0
"MID2",0.0010994128467,0.000169316074422,0.00062215326594,0.00030679247421,0.000197469654564,0.000140108097312,0.00064859908806,0.0007352861952,0.000260201442402,0.000111339273318,0.0007966763649,0.00060371742486
"CYP1A1",-1.4233175e-05,-9.3534825e-05,-1.3751055e-05,-2.79446678e-06,6.34532312e-05,3.13360275e-05,-1.71205066e-05,-1.56446522e-06,-9.8823965e-05,-1.2692518e-05,-7.5538987e-05,-0.00014411843
"TBX20",0.025609897582203,-0.117045204774977,-0.023339167142963,0.062812480483253,0.149686112579987,0.22098351088405,-0.066875706664626,0.23464832195461,-0.106565649036434,0.049058389951803,0.063284482463279,-0.034896814484706
"POU1F1",1.24359888e-07,2.6055582e-07,3.3614178e-08,2.2977876e-07,1.96312674e-07,7.0734594e-07,-4.4483442e-08,-2.45002716e-07,-1.99639332e-07,3.595536e-07,1.38378444e-07,-2.678325e-07
"HAND2",-0.4283448192072,-0.07655418725304,0.2464699856976,-0.4379257463784,-0.12220903875432,-0.18708937785216,-0.15256823176728,0.007650450680544,0.008144274329688,-0.07317655103472,-0.2119811847552,-0.019767575272032
"IVL",0,0,0,0,0,0,0,0,0,0,0,0
"GRIN2B",0.000486913949898,-0.00205887918345,0.000837407071472,-0.000469195997894,-0.000970729108722,0.001397606925581,-5.84472035225e-05,0.00249139774215,-0.00186287475998,0.00258172026808,-0.00216987713951,0.000652324120126
"TCP10C",-5.05365776666667e-06,-4.52120651666667e-06,-1.89492030666667e-05,-2.3074133e-05,1.52915847333333e-06,6.50133563e-06,-1.05638328e-06,-8.91894246666667e-07,-9.3135999e-07,-3.29116732333333e-07,-2.68126258e-05,5.04921548333333e-06
"ABAT",3.0281444e-07,-1.31006248e-05,1.61986868e-05,1.0648972e-05,1.21305976e-06,4.4773552e-06,2.1148908e-05,2.8610884e-05,-4.293636e-05,-1.70082936e-06,-6.6345188e-07,-2.184236e-05
"KLF12",2.84431986e-06,1.35434106e-06,1.21199166e-05,-5.0270382e-06,4.26499992e-07,7.3277622e-06,1.07147448e-06,2.86204914e-07,2.14889274e-06,2.34699606e-06,2.06167032e-06,2.68396902e-06
"WNT8A",4.9321998e-05,8.3145096e-06,2.0017602e-05,-1.0707246e-05,2.14621668e-05,1.63309752e-05,1.831716e-05,1.06796448e-05,6.8655384e-05,-2.58650172e-05,1.68426072e-05,4.27892652e-06
"USP17LD",0,0,0,0,0,0,0,0,0,0,0,0
"CYP2A5",-0.000101345527792,0.000159882731704,1.26833958984e-05,0.0004608863076,8.3625169624e-05,-0.0002260954708,-0.00056104096912,5.9811673336e-05,-0.000263197720008,8.5222883296e-05,-0.00031937999544,0.000112847024016
"TNFRSF25",-3.9861899e-05,6.8777163e-05,-2.9697759e-05,-8.758493e-05,4.4922876e-05,-9.665571e-05,-3.5318293e-05,4.3434121e-05,-2.3529913e-05,0.00015198889,-1.9501624e-05,-8.336001e-05
"PHOX2B",-0.31243048170399,0.114495266737926,0.41029153745814,0.175725701542404,-0.085666888745595,0.060900823651194,0.100664196220017,0.3695321031147,0.061248402329751,-0.024274126643823,0.133198014884166,0.43641466701885
"ELK4",9.9186638e-08,-1.5766076e-07,8.02195652e-08,4.67709636e-08,-1.09320782e-07,5.92419612e-08,1.02882304e-08,-1.05983478e-07,8.28433862e-08,8.5859183e-08,-1.28758448e-07,-6.32450592e-08
"TACR2",2.4624117e-06,-5.3014962e-05,2.8327488e-06,2.0961024e-06,4.3962996e-06,8.9911521e-06,1.7821104e-06,1.03678953e-06,-6.9158796e-06,-3.6793365e-06,4.2845061e-06,-3.9024237e-05
"HTR7",0.00042101344776,-0.000130665246968,3.6947355032e-05,-0.000219533558048,0.00035557335824,-0.000107573032752,0.00083973991816,-0.000264606721968,0.00074295791456,0.0004512322088,-0.000245030696336,-0.000201029064216
"TTC39D",0,0,0,0,0,0,0,0,0,0,0,0
"MC3R",0.000282775511577,-0.000131678011128,-0.000226900189278,-3.26391914154e-05,-0.00056052292362,0.00052272964227,-0.00046356175548,-0.00040704650022,-0.000208432729797,-0.000129056474121,-0.000179271441585,9.747173253e-05
"HOXD13",-0.007668608078272,0.003176101356608,0.006451815025344,0.00293689492256,0.009909485853408,0.008281139670656,-0.009334298183936,-0.0339282158736,0.01445576269088,0.01659886754528,-0.011725435699296,0.004546134248992
"SPRR2H",0,0,0,0,0,0,0,0,0,0,0,0
"NDUFA1",-1.09452288e-07,3.17512704e-07,6.8878848e-07,7.1449728e-07,3.75616896e-09,6.9004032e-08,-7.5999744e-08,4.850304e-07,5.1648768e-07,-3.8034624e-07,4.228224e-07,3.69586176e-07
"DEFA-RS10",0,0,0,0,0,0,0,0,0,0,0,0
"FGF7",-6.3279733e-07,-4.7310395e-07,-6.7702041e-07,-1.14601762e-06,1.4215201e-07,-6.2471574e-07,6.4098419e-07,-1.18072889e-07,8.1600585e-07,-2.1476895e-07,1.2657931e-06,1.9117153e-07
"PKDREJ",-5.99629122e-05,-2.08010712e-05,-5.10569544e-05,8.8917168e-07,-8.6591946e-05,-5.33064264e-05,-3.36552402e-05,-2.82285102e-05,7.5034314e-05,1.64536878e-05,2.55120546e-05,-0.00018504513
"MRVI1",1.28760996e-05,-1.30259402e-05,-3.777592e-06,-2.2968218e-05,7.1576232e-06,-1.857856e-05,4.075344e-05,1.9742632e-06,1.69249444e-05,-4.5981754e-06,3.7225734e-07,1.2305566e-05
"DSPP",-6.51327301e-07,4.0594622e-06,-5.24020065e-06,-1.9388489e-06,-1.72946765e-05,9.2596764e-06,4.37014532e-07,-6.63985525e-06,-3.54705152e-06,8.6735807e-06,-5.60910679e-06,-8.7708195e-07
"UTY",0,0,0,0,0,0,0,0,0,0,0,0
"IRS4",0.002904980190462,0.000853952299158,0.01269675586536,-0.00058006053609,0.002895871643448,-9.7414349319e-05,-0.0002247132772416,-0.004936985842572,-0.004602511013646,0.004839968588658,-0.00494887679601,-0.00345678396525
"ZFX",0,0,0,0,0,0,0,0,0,0,0,0
"MAP3K2",0,0,0,0,0,0,0,0,0,0,0,0
"NEURL1A",0.00960278309205,-0.000463403362613,0.00599685568764,-0.01484551796917,-0.0387967247753,-0.0041512394868,0.0062062802821,-0.0170243478968,-0.0001026845948913,-0.00410616107567,-0.00276460893424,-0.0310875804367
"CDC25C",-4.0634106e-08,4.3510514e-08,3.43018e-08,3.1864268e-08,-3.465918e-08,-2.72165912e-08,-3.18496388e-08,-3.6950754e-08,3.7657498e-08,-1.02006606e-08,-6.0396218e-09,-2.54485622e-08
"COL10A1",0,0,0,0,0,0,0,0,0,0,0,0
"DYRK1B",4.2955641e-09,-2.6430687e-09,2.1611583e-08,2.06870166e-08,4.5146214e-08,4.7800584e-09,5.1562638e-08,2.14633872e-09,1.85864886e-08,1.32718239e-08,3.8381355e-08,-3.3868926e-08
"KCNA4",0.02334512807064,-0.009742163637432,-0.02547103446792,-0.011988138001296,-0.02825556850656,-0.02624197476408,-0.003445998189384,-0.020376138942,0.013058043107328,-0.02039597811168,0.009816191613552,-0.007331114265024
"SSTR2",-3.60268265e-05,-0.00017328755,-0.000113210135,-5.9791845e-05,-2.3988715e-05,-2.8597581e-05,-5.04803425e-05,-2.90211765e-05,-0.000118941575,-7.1515746e-05,-0.000108268605,-5.0720071e-05
"CYP2B10",0,0,0,0,0,0,0,0,0,0,0,0
"CHRM3",-8.553272e-06,5.84637144e-06,1.06380456e-05,-9.7262256e-06,-1.33844984e-05,-1.60899648e-05,-8.4731192e-06,2.6021268e-07,-1.5685488e-06,-3.95555888e-06,-5.72694304e-07,-1.30461968e-05
"CCR5",-2.83033947e-05,-5.86063758e-05,8.9084226e-05,3.85559244e-05,8.6682897e-05,1.82768775e-05,8.6132718e-08,-0.000161519295,-5.78424966e-05,4.76775306e-05,-0.000120061284,4.14236571e-05
"MSH3",-3.0575025e-08,1.2508875e-08,9.9821025e-10,-1.427976e-08,-3.79458e-08,-3.2529825e-08,-9.164385e-09,-2.5187175e-09,9.943065e-09,2.8886625e-08,5.60196e-09,-2.43594e-08
"LHX6",0.108616541140764,0.171957322139108,-0.06544910731174,0.082920556818768,-0.030123745956472,-0.082805754337248,-0.178344379458192,-0.083456301732528,0.08850846130816,0.079932503341428,-0.134767058250704,-0.181777824044392
"BDKRB2",3.85887966e-06,-2.49859204e-05,2.56123872e-05,-5.7969928e-05,-5.9437866e-05,8.5793352e-05,5.2448072e-05,-3.36334662e-05,-5.8544962e-05,4.76236658e-05,1.70939014e-05,3.56228544e-05
"KLF9",5.7000396e-05,6.6244344e-05,1.57774376e-05,3.45862e-05,-3.15036516e-05,-1.66842628e-07,-6.4457996e-07,-3.15591412e-06,5.650712e-05,-6.3204108e-06,3.981284e-05,6.2792044e-06
"BRS3",-2.3850256269e-05,-6.3938122668e-05,6.5713784332e-05,-2.7758618965e-05,-0.00014204896013,-7.4672082184e-06,4.4243084207e-06,-8.7133100453e-05,-6.2823963839e-05,-3.4295379412e-05,-9.0515704139e-05,9.9103984189e-05
"MYCS",1.60387494e-05,2.10925628e-05,1.65572972e-06,7.8802438e-05,-0.00015723573,3.30470566e-05,0.00019554126,2.55761328e-06,1.12299216e-05,-3.90484458e-05,-1.00259902e-05,-7.6432172e-05
"FOXB2",0.12278786719773,-0.08393427182238,0.3006333503586,0.0038290579379682,-0.04512843013623,0.3128463563715,0.096397268398242,-0.14182487539731,-0.0033909417164028,0.15404623830582,0.0114563010538368,-0.18791912389761
"RPS6KB2",-1.2752905e-09,-1.0383945e-09,-7.118045e-09,-4.871438e-09,-3.5205665e-09,-7.12932e-09,-2.544971e-09,-1.085282e-08,2.0083085e-09,-6.7441e-09,-8.07004e-11,-2.8685085e-10
"INSM2",-7.5284609776e-05,6.4120991808e-05,-6.8949679664e-06,-3.042195808e-05,6.5706832232e-06,-7.0227867648e-05,5.7399814848e-05,-0.0001164211036,-7.7955314008e-06,7.426117608e-05,-5.9841059544e-05,-1.5627137936e-05
"IL6RA",5.73735e-05,-1.77567e-05,1.1339325e-05,2.2209e-06,2.3259075e-05,6.6517875e-05,4.0998375e-05,6.0086625e-05,-1.6615425e-05,5.636025e-05,4.1601e-06,-2.33754e-05
"NPY4R",-7.1135810752e-05,-7.0626779072e-05,-7.3284078176e-06,-7.3903456992e-06,-6.1121295712e-05,-3.8603903552e-06,0.00022059263648,-8.787458304e-05,-3.7121135264e-05,-2.4971249408e-06,-8.895414016e-05,-0.00011487546816
"PHXR4",0,0,0,0,0,0,0,0,0,0,0,0
"MMP1B",-1.5888495e-07,5.4209631e-07,-1.7825808e-06,-3.1390821e-06,5.410482e-07,-1.40937867e-06,-1.2019602e-06,1.7919888e-06,-1.8669e-07,-5.8593024e-08,-1.36424673e-06,3.5261478e-06
"GJA8",-1.49886992e-06,5.930302e-06,1.7942008e-05,-2.5779876e-05,9.7537244e-06,7.1481824e-06,8.3470912e-06,6.7901816e-06,-4.8677204e-06,2.1710356e-05,1.837906e-06,-2.219832e-05
"PTGDR2",2.990939e-07,2.31190885e-05,2.600322e-05,1.5084133e-05,4.424815e-06,1.9526855e-05,1.89227405e-05,-3.42489e-05,-1.6073389e-05,-1.08841425e-05,1.2210553e-05,-2.27427595e-05
"P2RY4",2.05358448e-06,7.5315132e-06,-2.35270536e-06,-2.1022559e-06,-7.0470278e-06,6.5586022e-06,-7.692146e-07,-1.0668589e-06,6.6669378e-07,6.1985316e-07,-2.2124223e-06,6.2808778e-06
"GLRA1",0.002251812971912,-0.004294868149733,0.000832538826329,-0.004674615604631,-0.006026090605059,0.00869122190321,0.004488549032163,-0.004384795028677,-0.002822459991085,0.004355385298264,0.006160171812739,0.005240191233298
"DRD3",-7.470021e-06,-7.9763541e-05,1.44924507e-05,3.4715343e-05,6.854094e-05,-1.05458106e-05,8.3646069e-07,6.00327936e-06,-6.0221616e-05,0.000135236751,-7.5442107e-06,-1.11881913e-05
"FV1",0,0,0,0,0,0,0,0,0,0,0,0
"GZMK",-8.5410624e-06,-1.9573572e-05,4.6873722e-06,-6.0127932e-06,2.600397e-06,5.6638848e-06,8.9595792e-06,5.021757e-06,-3.5042346e-06,-1.6057128e-06,-9.7300482e-06,-8.7454416e-06
"SSTR4",0.010947465087996,0.01639199721836,0.018408969981736,0.08676616365228,-0.048146218990556,0.12947673928992,-0.030786202719416,0.073835175673936,-0.014818059836208,0.053237617146692,-0.051381500066432,0.0067990804501876
"TACR1",-3.9804692509e-05,-4.7100501913e-05,-9.7900793387e-05,6.4019264101e-05,-0.00019003162204,-0.0001469763994,1.7107983301e-05,0.00012998436392,5.4170965243e-06,1.6813866763e-05,1.0374822723e-05,1.1450179919e-05
"CD40LG",6.577428e-06,2.15214e-05,2.302356e-05,1.462992e-05,-3.519828e-06,2.207328e-05,4.808796e-06,-2.2554e-06,-6.67452e-06,-4.5762e-07,-1.300368e-05,-1.031916e-05
"NKX2-9",0.1293368899326,0.1630937696844,0.081186917814,0.2445664764234,0.0650851887276,0.27268073964,-0.0916592401644,0.1631979238704,-0.1419728249712,0.089507821137,0.1136327249952,-0.001129478477136
"OTP",-0.257240438982944,0.0237730818918858,-0.219795111836204,-0.28684342497884,-0.5963110576775,0.038412087051264,0.226494055221776,-0.273899795071806,0.058440541261884,0.055043586273198,0.0201753991836652,-0.67024571494686
"TGIF1",5.4293085e-06,9.2165535e-06,-4.4567721e-08,2.24189955e-06,7.152651e-06,2.6067096e-06,1.08934155e-06,6.1450785e-07,2.4022152e-06,5.767245e-06,3.17864745e-06,-4.70437605e-08
"PHXR2",0,0,0,0,0,0,0,0,0,0,0,0
"HTR1B",-5.13141696e-05,-3.14255808e-05,-7.86184704e-06,7.68177216e-05,-0.000124860096,5.23200384e-05,0.000196087392,2.6467776e-05,-0.000121722912,5.57881344e-06,-6.82709472e-05,-6.32727936e-05
"CTSQ",0,0,0,0,0,0,0,0,0,0,0,0
"HTR1D",0,0,0,0,0,0,0,0,0,0,0,0
"CCR8",-1.7985051e-06,-3.8638854e-06,1.12277214e-06,-2.706678e-06,1.44540888e-06,5.4547134e-07,5.582346e-07,-7.1584164e-07,2.3154468e-06,-2.241117e-06,-5.0906238e-08,7.8600216e-07
"A030005K14RIK",0,0,0,0,0,0,0,0,0,0,0,0
"KCTD1",-0.00203958031412,1.314754972044e-05,0.000281570548088,0.000294087906524,-0.000976560609304,-0.0021457746084,-0.00283929363868,-0.0013794653782,0.000414425578648,-0.00199795095436,0.000290917440588,-0.000268998807732
"XCR1",4.552932e-07,-4.508415e-06,2.822925e-06,-9.859195e-07,-1.141178e-05,-1.280524e-06,1.351679e-07,-3.7654865e-07,1.6390255e-06,1.128353e-05,-3.9153395e-06,-2.568971e-06
"MECOM",0.015444988690131,-0.0358234111998,0.06049409427576,-0.04737864956184,0.010433832060312,-0.023818862798055,-0.04156557114555,0.003527810566281,0.008408598602283,0.011664714757779,0.03965780039751,-0.0016927663903272
"SIKE1",-3.171663e-06,6.652305e-06,-2.084258e-06,1.952379e-05,5.319688e-06,2.294402e-06,3.851485e-08,-1.482855e-05,1.571119e-05,1.614371e-05,-1.0391568e-05,-7.026888e-06
"KRTAP28-13",0,0,0,0,0,0,0,0,0,0,0,0
"STYXL1",-1.61807646e-07,-2.54305623e-07,-1.00379136e-07,-6.9107181e-08,-4.3257786e-07,-1.63473024e-07,-2.64957693e-07,7.3762689e-07,5.6216589e-07,2.03937162e-07,-1.31445171e-07,-2.3312289e-07
"NOG",-0.00158697283381,-0.001071688469225,0.002644823487515,-0.00969027884495,-0.0066145274522,-0.002457483733185,0.002703840738035,-0.00867309613695,-0.004663479368545,0.008968763268,-0.00535640927155,-0.0077486603548
"LOC100862446",0,0,0,0,0,0,0,0,0,0,0,0
